date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2002-03-30,8.1,1,14.9,0,0,41.1,4.3,17.6,1022.7,318
2002-03-31,10.5,4.3,17.4,0,0,,4.7,26.6,1018.5,444
2002-04-01,11.3,5.2,18.1,0,0,103.5,5.8,21.2,1017.8,270
2002-04-02,14,8.4,19.2,0,0,111.5,15.5,42.5,1017.7,696
2002-04-03,12.7,8.9,17,0,0,97.5,26.3,61.9,1013.6,708
2002-04-04,10,5.6,15.4,0,0,89,23.8,56.2,1011.1,684
2002-04-05,7,1.1,11.6,0,0,61.5,17.6,52.2,1012.7,744
2002-04-06,2.3,-1.8,7.4,0,0,70.4,15.8,41.4,1020.4,696
2002-04-07,4.4,-3.5,11.8,0,0,78.4,8.6,33.5,1022.4,750
2002-04-08,5.1,-2.1,10.7,0,0,65.2,13.3,38.5,1023,276
2002-04-09,6.1,-0.6,11.2,0,0,67.7,10.4,34.9,1020.9,474
2002-04-10,6,2,9.6,0,0,61.7,20.2,52.6,1018.9,348
2002-04-11,7.1,3.2,11.1,0,0,66.4,13.3,34.6,1009.9,168
2002-04-12,8.1,0.4,13.3,0,0,21.4,10.1,33.1,1002.3,540
2002-04-13,7.6,5.5,10,2.2,0,344.5,9.7,27.4,1003,0
2002-04-14,5.8,4.4,7.1,6.6,0,283.7,7.9,24.5,1008.3,0
2002-04-15,5.8,4.3,6.9,11,0,250.8,11.9,31.7,1012,0
2002-04-16,6.1,4.7,8,9.8,0,253.9,5.4,24.1,1013.5,0
2002-04-17,5.9,5.1,6.6,5.2,0,287,4.3,14.4,1015.7,0
2002-04-18,9,4.5,14.6,4.9,0,149.6,7.2,41,1017.2,186
2002-04-19,8.8,4.1,13.3,0,0,257.6,6.1,20.5,1020.9,288
2002-04-20,7.5,1.8,13.9,0,0,54.1,4.3,26.6,1029.3,252
2002-04-21,10.1,1.9,16.4,0,0,50.1,5.8,26.6,1035.4,666
2002-04-22,13.2,6.8,18.7,0,0,269.7,6.1,31.3,1031.6,630
2002-04-23,13.2,10.4,16.5,1.1,0,259.8,10.1,34.2,1027.9,36
2002-04-24,12.7,9,17,0,0,299.6,5.4,25.9,1025.6,12
2002-04-25,13.5,7.8,18.7,0,0,247.8,7.9,28.8,1019.4,360
2002-04-26,10.2,7.6,13.3,4.9,0,246.1,13.3,59.4,1006.9,18
2002-04-27,6.3,4,10.3,9.6,0,245.4,19.1,65.2,1007,168
2002-04-28,8.6,5.8,11.5,15.6,0,195.2,15.1,46.8,1002.6,6
2002-04-29,9.2,6.3,13,8.3,0,223,22.3,92.2,1002.4,288
2002-04-30,10.8,5.3,15.2,0.3,0,207.8,15.8,47.9,1008.3,30
2002-05-01,13.2,8.9,16.7,0.2,0,206.3,17.3,64.8,1005.9,186
2002-05-02,11.6,8.7,15.2,1.3,0,143.2,7.9,29.9,1009,126
2002-05-03,8.9,7.4,10.3,12.3,0,293.9,7.2,23,1013.3,0
2002-05-04,8.8,7.6,10.5,13.6,0,340.6,9.7,27.7,1012.8,0
2002-05-05,9.2,5.3,12.2,0,0,226,7.6,19.8,1014,36
2002-05-06,7.3,3.8,9.7,1.7,0,74.6,5,18.4,1022.9,0
2002-05-07,12,2.5,18.9,0,0,60.6,6.8,22.7,1022.6,798
2002-05-08,14.3,11.1,18.3,0,0,52.2,11.5,32.8,1015.4,300
2002-05-09,17.4,9.6,22,0,0,82.1,10.8,30.2,1007.9,138
2002-05-10,17.6,14,20.5,6.7,0,180.9,7.2,41,1006.9,24
2002-05-11,14.6,12.1,17.6,9.2,0,279.6,7.6,27.7,1008.7,60
2002-05-12,14.1,12,17.2,0,0,250.7,7.2,22,1013.4,48
2002-05-13,15.6,9,20.9,0.1,0,128.1,9.7,36.4,1015.9,582
2002-05-14,14,8.9,17.6,4.6,0,209.6,18.4,55.8,1016.1,288
2002-05-15,13.2,9.1,18.1,0,0,228.5,12.2,40.7,1024.9,372
2002-05-16,16.7,8.4,24.3,0,0,272.2,6.5,26.3,1021.1,876
2002-05-17,16.7,9.5,22.3,0,0,31,8.3,40.3,1013.9,768
2002-05-18,15.9,13.2,19.3,2.4,0,216,14.8,46.8,1014.6,156
2002-05-19,14.7,12,18.3,0,0,249.4,9.4,32.8,1019.6,162
2002-05-20,17,12.8,22.1,0,0,120.5,7.9,26.3,1016.6,294
2002-05-21,18.1,12.9,22.9,0,0,131.1,15.1,34.2,1008.7,822
2002-05-22,20.1,15.1,26.9,5.6,0,161.2,14.8,44.6,1003.2,450
2002-05-23,13.8,12.5,16,5.3,0,242.7,7.2,31,1007.9,0
2002-05-24,15.4,11.3,19.9,0,0,204.1,10.8,40,1009.6,366
2002-05-25,13,9.4,16.3,0,0,219.2,9,32.4,1012.5,180
2002-05-26,13,8.4,18.9,1.2,0,136.3,10.1,35.6,1010.4,642
2002-05-27,13.4,9,18.7,3,0,168,6.8,24.5,1008.5,342
2002-05-28,13.8,10.9,18.4,0,0,201,5.8,19.4,1010,246
2002-05-29,12.5,7.4,17.4,2.1,0,219.8,9.7,37.8,1015.6,270
2002-05-30,13.1,7.7,18,0,0,220.3,9.7,34.6,1023.3,522
2002-05-31,13.6,7.8,18.9,0,0,274.5,11.9,41,1024.7,480
2002-06-01,11.9,4.5,18.3,0,0,53.3,5.4,22.3,1026.6,870
2002-06-02,15.2,5.4,21.7,0,0,94.3,11.2,40,1022.4,882
2002-06-03,19,13.6,24.2,0,0,127.5,15.1,39.2,1012.8,690
2002-06-04,19.8,12.9,25.8,0,0,134.7,7.6,28.1,1007.9,408
2002-06-05,20.4,15.4,25.3,7.4,0,103.6,21.2,59.4,1000.7,276
2002-06-06,17.4,14,21.4,0.1,0,78.9,7.6,29.2,1002.6,264
2002-06-07,15.7,14.5,17,11.4,0,311.1,7.2,32,1003.2,0
2002-06-08,15.7,11.7,20.1,0,0,291.2,9.4,24.8,1008.3,138
2002-06-09,16.7,9.2,22.1,4.3,0,127.1,4.3,16.9,1008.7,216
2002-06-10,14.2,10.3,17.8,6.5,0,245.5,12.2,41.4,1010.8,114
2002-06-11,12.9,9.2,16.5,8,0,215.4,8.3,42.5,1015.5,126
2002-06-12,15,10.6,18.6,4.8,0,202.8,11.5,37.4,1015.3,30
2002-06-13,13.5,11,14.8,5.9,0,241.3,11.5,47.5,1015.3,0
2002-06-14,16.8,13.4,22.2,8.3,0,230.7,9,25.9,1016.7,258
2002-06-15,18.8,14.5,21.7,0.3,0,221.7,12.6,41.8,1014.8,258
2002-06-16,17.8,14.1,22.1,1,0,203.7,7.6,25.6,1018.9,186
2002-06-17,23.4,14.2,31,0,0,118.1,5,18.7,1018.3,840
2002-06-18,27.2,19,33.8,0,0,147.3,14.8,44.3,1015.7,732
2002-06-19,20.1,17.5,24.4,0,0,338.8,7.9,29.5,1022,330
2002-06-20,20.4,15,26.9,2.3,0,152.4,15.1,54,1017.6,288
2002-06-21,17.7,14.5,22,0,0,236.4,5.4,23,1021.6,252
2002-06-22,19.6,11.6,25.2,2.9,0,190,7.6,32,1019.8,354
2002-06-23,17.1,12.4,21.2,2.1,0,278.3,11.2,38.2,1019.7,378
2002-06-24,15.7,9,21,0,0,259.8,8.3,30.6,1023.8,684
2002-06-25,15.1,7.3,21.8,0,0,302.6,5.8,24.8,1027,690
2002-06-26,17.3,9,24.2,0,0,286.8,7.9,32.4,1021.3,786
2002-06-27,15,10.3,18.7,2.7,0,259.8,10.4,40.3,1013.7,180
2002-06-28,12.4,8.8,16.9,11,0,261.3,19.8,58.3,1014.9,120
2002-06-29,13.1,9.8,17.5,0.1,0,262.3,13.7,37.8,1019.3,90
2002-06-30,15.4,10.6,20.3,1.3,0,232.8,14.8,47.9,1014.9,210
2002-07-01,14,13,15.2,10.3,0,214.5,13.7,37.1,1007.2,0
2002-07-02,14.4,12,18.6,2,0,222.9,16.6,50.8,1004.2,120
2002-07-03,14.7,12.1,17.3,3.2,0,178.7,12.6,43.6,1003.1,36
2002-07-04,14.4,11.5,18.8,4.6,0,250.4,18.7,51.5,1011.5,186
2002-07-05,16.8,11.5,20.7,0,0,159.8,7.6,25.9,1014.4,66
2002-07-06,16.4,13.4,20.3,0.2,0,235.3,6.8,22.7,1014.4,120
2002-07-07,16.7,13.1,21.1,0,0,236.9,8.3,27.7,1017.4,78
2002-07-08,21.4,12,28.6,0,0,151.3,9.4,32.8,1013.2,750
2002-07-09,23.3,15.2,31.6,1.5,0,135,7.9,62.3,1008.6,600
2002-07-10,15.8,10.9,21.6,13.1,0,305.2,9.7,59.4,1010.6,108
2002-07-11,15.2,9.2,20.6,0,0,212,7.9,34.2,1019.1,534
2002-07-12,17,9.3,22.3,1.1,0,56.2,5.8,19.8,1021.1,420
2002-07-13,17.9,15.5,22.1,5.2,0,8.3,6.8,33.8,1016.3,66
2002-07-14,16.9,15.8,18.2,19.7,0,303,4.7,16.9,1020.2,0
2002-07-15,19.9,16.9,23.7,0,0,37.8,9.4,31,1020,456
2002-07-16,18.9,15.1,22.6,0,0,21.4,8.6,30.6,1015.2,114
2002-07-17,14.9,13.1,16.7,54.4,0,333.2,7.9,38.9,1013.4,0
2002-07-18,13.4,12.3,14.3,4.4,0,280.4,14,35.6,1014.4,0
2002-07-19,13.7,11.2,16.4,0.1,0,269.6,9.4,23.8,1017.7,0
2002-07-20,17,11.2,22.8,5.4,0,7.7,4.3,21.6,1016.4,564
2002-07-21,14.8,13.2,19,8.2,0,231.5,11.9,42.1,1012.4,108
2002-07-22,14.3,11.5,17.5,0,0,258.7,17.3,52.2,1016.8,48
2002-07-23,16.7,12.2,20.6,7.2,0,229.5,12.2,41.8,1012.7,12
2002-07-24,16.1,11.7,19.3,2.6,0,273.7,12.6,36,1011.3,84
2002-07-25,15.2,11.9,19.7,1.5,0,250.9,11.2,30.6,1015,150
2002-07-26,15.3,12.9,17.7,2.6,0,216.6,7.9,32.4,1016.7,0
2002-07-27,20,12.9,25.9,0,0,118.7,5.8,18,1020.3,714
2002-07-28,22.6,16.7,28.3,0,0,108.2,6.8,23.8,1020,834
2002-07-29,23.9,15.9,30.6,0,0,82.2,7.6,28.8,1017.8,822
2002-07-30,25,21.2,31.3,0,0,99.6,11.5,42.1,1011.5,468
2002-07-31,22.9,17.2,30.3,0.2,0,193,4.7,25.6,1007.9,504
2002-08-01,17.8,16.5,20,28.7,0,241,9,38.2,1009.1,6
2002-08-02,19.2,15.3,24.2,0,0,254.5,6.1,24.5,1014.2,444
2002-08-03,18.4,15.4,24.3,2.1,0,99.8,8.3,32.8,1014.2,114
2002-08-04,18.8,14.4,23.8,0,0,115,5.4,22.7,1012.6,360
2002-08-05,16.8,14,20.7,1.2,0,248.8,5,24.5,1012.9,210
2002-08-06,16.4,11.7,22.2,0.8,0,160.1,4,24.1,1012.8,282
2002-08-07,16.1,11.1,20.9,0.6,0,260.9,4.7,18.4,1015.4,30
2002-08-08,16.9,14.8,19,3,0,131.5,4,13.3,1013.2,0
2002-08-09,18.2,14.5,23.5,3.1,0,114.8,6.5,37.1,1006.9,324
2002-08-10,16.2,13.4,19.1,16.5,0,321.2,4,16.2,1004.4,12
2002-08-11,18.4,15.9,22.3,0.9,0,301.3,5.8,27.7,1004.3,24
2002-08-12,17.5,14.7,21.3,0.5,0,287.4,14,37.4,1008.1,120
2002-08-13,17.5,13.7,21.7,0,0,285.6,12.2,35.6,1017.5,174
2002-08-14,18,12.7,23.4,0,0,321.4,4,16.6,1020.6,168
2002-08-15,19.7,13.4,26.3,0,0,57.3,4.3,17.6,1019.1,660
2002-08-16,20.4,13,26.7,0,0,69.7,6.8,27,1019.2,786
2002-08-17,22.3,17.2,27.7,0,0,85.5,9.7,34.6,1017.5,774
2002-08-18,23.1,18.3,28.2,0,0,100.6,14.8,33.5,1015,576
2002-08-19,23.6,17.8,28.1,0,0,114.9,9,25.9,1015.3,420
2002-08-20,22.7,16.2,30,3.5,0,105.2,7.9,35.3,1013.9,558
2002-08-21,18.7,16.2,21.2,0.1,0,187.6,7.2,27.4,1013.9,42
2002-08-22,18.7,15.9,22,22.2,0,240.2,5.4,24.8,1016.9,144
2002-08-23,17.9,15,22.6,0,0,33.9,3.6,18,1018.3,192
2002-08-24,18.7,15.1,24.3,1.8,0,115.7,2.9,41.4,1018.3,120
2002-08-25,17.1,14.5,20.9,0,0,239.5,5.8,19.1,1022.6,78
2002-08-26,20.3,13.9,25.3,0,0,61.9,11.2,29.5,1018.7,540
2002-08-27,22.6,17.6,27.8,0,0,57.3,6.8,22.7,1012.8,528
2002-08-28,20.5,16.4,25.5,0,0,353.1,5.8,25.6,1014.6,390
2002-08-29,19.7,16,24.4,0,0,251,4.7,20.5,1017.7,174
2002-08-30,19.6,15.2,24.4,0,0,179.7,5,24.1,1019,522
2002-08-31,17.9,12.4,23.5,0,0,295.4,9,36.7,1019.7,192
2002-09-01,15,11.5,20.2,0,0,11.7,5.8,27,1028.4,222
2002-09-02,16.2,9.5,21.7,0,0,74.6,9.7,32.8,1029.1,714
2002-09-03,16.5,10.2,21.8,0.4,0,75.6,15.8,45,1019.8,588
2002-09-04,17.3,14.3,22.1,6.5,0,148.7,7.9,26.6,1012.6,204
2002-09-05,16.3,11.4,20.9,0,0,163,2.9,19.4,1014.6,150
2002-09-06,16.5,11.3,22.2,0,0,177.7,7.6,36,1016.1,510
2002-09-07,17.5,11.5,23,0,0,170.9,8.3,28.4,1013.8,408
2002-09-08,19.1,13.8,24.4,0,0,120.2,7.6,29.5,1012.7,582
2002-09-09,21.1,16.1,27.8,31.2,0,94,16.6,48.6,1012.8,666
2002-09-10,13.8,12.6,17.4,25.3,0,268.2,10.4,32,1019.6,0
2002-09-11,14.3,12.2,18.3,0,0,266,3.6,16.6,1024.7,0
2002-09-12,15.4,9.1,20.1,0,0,66.8,10.4,29.9,1026.5,726
2002-09-13,14.1,8.2,20.6,0.2,0,73.7,5.4,24.5,1024.8,726
2002-09-14,13.8,9.4,16.3,4.9,0,246.9,7.6,26.3,1020.6,0
2002-09-15,12.8,7.3,18.2,0,0,354.7,6.1,38.5,1020.8,360
2002-09-16,11.6,5.3,17.6,0,0,258.2,5,22.7,1019.3,204
2002-09-17,14.1,11.9,18.3,0,0,250.2,6.5,22.7,1017.1,24
2002-09-18,13.2,11.1,15,0,0,256.3,5.4,18.7,1016.9,0
2002-09-19,13.8,11.4,16.5,0,0,56.6,4.3,17.6,1016.5,0
2002-09-20,13.4,11.3,16.5,0,0,138.2,3.6,18.4,1018.5,6
2002-09-21,12.7,11,15.1,0,0,245.7,5.8,21.2,1016.7,12
2002-09-22,11.4,9.1,15.4,7.7,0,274.5,7.9,33.8,1009.1,132
2002-09-23,9.7,7.2,13.1,0,0,20.9,14.8,44.3,1015.3,162
2002-09-24,8.2,2.6,13.2,0,0,45.9,13,45.7,1021.5,648
2002-09-25,7.7,1.9,11.8,3.8,0,220.2,5.8,19.4,1016.6,0
2002-09-26,11.2,10.1,12.5,3.2,0,259.9,10.1,24.5,1014.8,12
2002-09-27,10,5.3,12.9,0.1,0,16.5,8.6,25.9,1022.7,600
2002-09-28,10.7,7.4,13.5,0,0,172.3,4.3,16.6,1028.3,0
2002-09-29,12.4,8.6,16.5,0,0,95.4,4.7,18.4,1029.5,120
2002-09-30,12.3,6.4,18.3,0,0,119.1,6.5,20.5,1027.4,648
2002-10-01,12.1,5.2,20.6,0,0,105.1,4.3,15.5,1024.1,552
2002-10-02,12.4,6.4,18.1,0.6,0,86.6,3.2,14.4,1022.3,102
2002-10-03,14,12.1,15.2,12,0,208.4,8.3,30.6,1020.8,0
2002-10-04,12.4,10.4,16.4,0,0,290,10.1,33.1,1023.9,204
2002-10-05,10.9,9.3,12.4,22.9,0,250.8,14,43.6,1019,0
2002-10-06,9.8,4.2,11.8,2.1,0,310,12.6,40.3,1012.6,6
2002-10-07,6.1,3.7,7.5,5.1,0,171.7,4.7,17.6,1018.2,0
2002-10-08,4.7,-0.2,9.8,0.1,0,54.5,6.5,26.3,1017.2,600
2002-10-09,8.7,6.3,12.3,0,0,92.7,19.8,49.3,1014.4,504
2002-10-10,7.9,4.3,11.4,0,0,68.3,15.1,52.6,1014.2,552
2002-10-11,5.5,2.3,9.2,0,0,66.8,15.5,47.9,1017.2,606
2002-10-12,4.6,1.8,7.4,0,0,95.3,12.2,44.3,1014.9,150
2002-10-13,4.8,3.8,5.9,0.8,0,112.1,15.1,42.8,1013.8,0
2002-10-14,8.8,4.8,13.3,6.4,0,173.2,14.8,58,1007.5,30
2002-10-15,10.1,7.6,13.8,0.2,0,206.3,7.2,38.5,1009.1,6
2002-10-16,13.2,11.1,15.9,4.4,0,192.7,12.2,40,1000.6,48
2002-10-17,9.8,5.7,11.9,0,0,250.3,17.3,53.3,999,102
2002-10-18,7.3,5.6,9.9,4,0,242.5,15.1,46.4,1005.9,66
2002-10-19,5.9,2.8,9.9,0.2,0,257.5,12.6,46.4,1015,90
2002-10-20,5.9,1.9,9.8,2.2,0,189.1,7.2,29.5,1018.1,168
2002-10-21,9.5,5.4,13,6.2,0,142.5,12.6,53.3,1001.8,0
2002-10-22,13.6,11.7,15.9,4.4,0,177.8,10.1,36.7,993.5,48
2002-10-23,10.8,6,14,1.4,0,228.7,20.5,66.2,995.6,72
2002-10-24,7.3,4.6,10.6,0,0,221.1,15.1,48.2,1010,306
2002-10-25,10.4,6.7,12.5,7.2,0,177.3,16.6,52.6,1000.5,42
2002-10-26,10.5,7.9,13,2.9,0,250.4,25.9,68,1007.4,60
2002-10-27,10.7,8.1,16,15.9,0,222.6,31,100.8,1003.8,78
2002-10-28,8.3,5.8,10.6,0.4,0,262.5,23.8,66.6,1023.6,54
2002-10-29,7.2,3.5,9.6,1.9,0,143.7,7.6,30.2,1021.2,18
2002-10-30,7.8,5.1,11.5,0,0,69.8,5.8,22.3,1015.5,372
2002-10-31,7.4,2.3,11.4,0,0,92,8.6,38.2,1019.1,78
2002-11-01,7.4,1.1,12.2,11.7,0,145.1,5,16.2,1017.8,0
2002-11-02,10.2,6.9,12.8,1.3,0,181.3,14.4,49.3,1012.3,0
2002-11-03,8.1,6.5,10.2,16.4,0,139.9,18,58.3,1007.5,0
2002-11-04,7.6,4.8,8.8,1.4,0,270.9,5.8,17.6,1014.2,0
2002-11-05,3.6,1.2,4.9,0,0,117.7,6.5,27.4,1025.3,0
2002-11-06,4.2,1.1,8,0,0,144.2,10.8,31.7,1020.8,444
2002-11-07,4.9,3.2,6.4,15.5,0,208.5,8.3,30.2,1009.6,0
2002-11-08,5.5,4,7,20.6,0,235.5,16.6,41.8,1009.7,0
2002-11-09,6.7,4.1,8.8,0.2,0,279.1,18,53.3,998.2,6
2002-11-10,5.3,3.3,8.1,7,0,196.5,9.7,46.4,1008.7,48
2002-11-11,8,5.9,10,9.3,0,242,12.2,46.4,1002.6,24
2002-11-12,9.5,7.6,11.5,0.5,0,189.1,11.2,33.5,1008.6,204
2002-11-13,9.6,6.6,11.8,2.3,0,186.6,14,57.2,998.5,30
2002-11-14,9.5,7.5,12.1,0.5,0,149.6,16.6,52.6,992.4,0
2002-11-15,8,5.3,9.2,2.1,0,114.2,4.3,18.7,995.5,0
2002-11-16,8,4.7,10.7,22.1,0,36.4,6.1,24.8,997.5,0
2002-11-17,7.8,5.1,9.3,2.6,0,233,14.8,43.2,1007.8,0
2002-11-18,8.4,4.9,11.8,0,0,117,5.8,21.6,1014.7,144
2002-11-19,6,3.9,7.9,0,0,30.1,5.8,27,1013.8,6
2002-11-20,4.5,2.2,7.2,0,0,104.7,10.4,34.6,1012.8,354
2002-11-21,7.9,5.2,10.9,0,0,114.4,14,49,1000.9,66
2002-11-22,7.3,5.1,8.6,2.5,0,143.9,3.6,16.2,1000.6,0
2002-11-23,6.4,1.7,10,0,0,122.8,9.4,44.6,1008.1,420
2002-11-24,8.1,6.6,9.4,0,0,129.6,9,35.3,1010,0
2002-11-25,8.4,6.6,10.4,0.2,0,112.7,9.7,33.5,1004.5,0
2002-11-26,7.7,5.2,9.3,0,0,224.1,10.1,38.5,1013,0
2002-11-27,6.3,1,9.2,0,0,101,10.8,40.7,1018,402
2002-11-28,9,6.6,11.8,0,0,158.6,9.7,33.5,1012.4,396
2002-11-29,7.7,6.3,8.8,3.4,0,134.7,2.9,9,1014.1,0
2002-11-30,6.6,5.7,7.6,0.2,0,262,6.5,19.1,1019.2,0
